OT_ID,Equipo_ID,Nombre_Equipo,Servicio,Criticidad,Marca,Fecha,Tipo_OT,Tipo_Falla,MTTR_Horas,Costo_OT_COP,Tecnico,Estado_OT
OT-005098,BIO-0271,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-06-16,Preventivo,PM Programado,2.8,1193361,Carlos Rodríguez,Pendiente
OT-005099,BIO-0271,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-09-10,Preventivo,PM Programado,3.9,1197066,Jhon Castro,Cerrada
OT-005100,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-02-23,Correctivo,Sensor/Transductor,14.4,3216000,Andrés Peña,En proceso
OT-005101,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-03-08,Correctivo,Desgaste,5.4,5314000,Andrés Peña,Cerrada
OT-005102,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-03-16,Correctivo,Desgaste,4.0,1634000,Diana Vargas,Cerrada
OT-005103,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-04-02,Correctivo,Sensor/Transductor,0.5,3107000,Carlos Rodríguez,Cerrada
OT-005104,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-07-23,Correctivo,Mecánica,12.4,3568000,Miguel Torres,Cerrada
OT-005105,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-09-14,Correctivo,Sensor/Transductor,8.9,2368000,Miguel Torres,Cerrada
OT-005106,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-01-28,Correctivo,Calibración,6.4,6169000,Diana Vargas,Cerrada
OT-005107,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-02-01,Correctivo,Calibración,22.6,2701000,Miguel Torres,En proceso
OT-005108,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-06-06,Correctivo,Eléctrica,0.5,960000,Jhon Castro,Cerrada
OT-005109,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-06-20,Correctivo,Accesorio,2.3,6703000,Laura Martínez,Cerrada
OT-005110,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-06-23,Correctivo,Mecánica,4.7,4674000,Diana Vargas,Cerrada
OT-005111,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-07-11,Correctivo,Software,11.7,785000,Laura Martínez,Cerrada
OT-005112,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-12-21,Correctivo,Eléctrica,0.7,11920000,Sandra López,Cerrada
OT-005113,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-02-17,Correctivo,Mecánica,35.1,1098000,Laura Martínez,Cerrada
OT-005114,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-02-17,Correctivo,Mecánica,0.9,2407000,Jhon Castro,Cerrada
OT-005115,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-03-20,Correctivo,Desgaste,13.7,2117000,Laura Martínez,Cerrada
OT-005116,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-05-30,Correctivo,Desgaste,22.9,4354000,Jhon Castro,Cerrada
OT-005117,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-06-28,Correctivo,Sensor/Transductor,0.5,10696000,Sandra López,Cerrada
OT-005118,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-07-17,Correctivo,Software,23.6,2771000,Jhon Castro,Cerrada
OT-005119,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-08-15,Correctivo,Accesorio,1.0,1206000,Sandra López,Cerrada
OT-005120,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-10-19,Correctivo,Eléctrica,9.1,2067000,Sandra López,Cerrada
OT-005121,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-12-14,Correctivo,Accesorio,2.8,1307000,Diana Vargas,Cerrada
OT-005122,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2021-12-27,Preventivo,PM Programado,1.0,1079387,Andrés Peña,Pendiente
OT-005123,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-04-01,Preventivo,PM Programado,2.6,665473,Carlos Rodríguez,Cerrada
OT-005124,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-06-23,Preventivo,PM Programado,2.2,378293,Jhon Castro,Cerrada
OT-005125,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-10-04,Preventivo,PM Programado,2.1,919102,Miguel Torres,Cerrada
OT-005126,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-12-23,Preventivo,PM Programado,2.2,880417,Diana Vargas,Pendiente
OT-005127,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-03-30,Preventivo,PM Programado,3.5,1051809,Sandra López,Cerrada
OT-005128,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-06-30,Preventivo,PM Programado,1.9,431336,Jhon Castro,Pendiente
OT-005129,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-09-28,Preventivo,PM Programado,3.5,895077,Sandra López,Pendiente
OT-005130,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-12-27,Preventivo,PM Programado,3.8,424787,Diana Vargas,Cerrada
OT-005131,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-03-17,Preventivo,PM Programado,1.9,968321,Sandra López,Cerrada
OT-005132,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-06-18,Preventivo,PM Programado,1.5,462341,Andrés Peña,Pendiente
OT-005133,BIO-0272,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-09-15,Preventivo,PM Programado,3.2,906032,Andrés Peña,Cerrada
OT-005134,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-02-02,Correctivo,Accesorio,3.3,1608000,Sandra López,Cerrada
OT-005135,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-03-03,Correctivo,Eléctrica,3.7,5413000,Jhon Castro,Cerrada
OT-005136,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-03-20,Correctivo,Software,8.7,646000,Diana Vargas,Cerrada
OT-005137,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-03-25,Correctivo,Eléctrica,11.1,3737000,Laura Martínez,Cerrada
OT-005138,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-03-27,Correctivo,Calibración,1.8,4195000,Miguel Torres,Cerrada
OT-005139,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-04-03,Correctivo,Mecánica,0.5,12518000,Laura Martínez,Cerrada
OT-005140,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-04-16,Correctivo,Software,2.9,3898000,Paola Gómez,Cerrada
OT-005141,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-05-04,Correctivo,Sensor/Transductor,3.0,1544000,Laura Martínez,Cerrada
OT-005142,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-05-16,Correctivo,Eléctrica,4.1,4066000,Sandra López,Cerrada
OT-005143,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-06-08,Correctivo,Eléctrica,0.5,3727000,Laura Martínez,Cerrada
OT-005144,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-06-19,Correctivo,Desgaste,9.4,10807000,Andrés Peña,Cerrada
OT-005145,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-07-03,Correctivo,Desgaste,3.2,1550000,Miguel Torres,Cerrada
OT-005146,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-08-09,Correctivo,Mecánica,2.3,1896000,Andrés Peña,Cerrada
OT-005147,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-11-02,Correctivo,Calibración,3.6,9355000,Carlos Rodríguez,Cerrada
OT-005148,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-11-22,Correctivo,Sensor/Transductor,9.7,2157000,Andrés Peña,Cerrada
OT-005149,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-12-04,Correctivo,Eléctrica,4.6,1406000,Laura Martínez,Cerrada
OT-005150,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-02-13,Correctivo,Desgaste,7.7,6102000,Diana Vargas,Cerrada
OT-005151,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-05-29,Correctivo,Desgaste,3.9,3128000,Laura Martínez,Cerrada
OT-005152,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-07-02,Correctivo,Accesorio,9.6,1269000,Andrés Peña,En proceso
OT-005153,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-08-05,Correctivo,Mecánica,1.2,14609000,Paola Gómez,Cerrada
OT-005154,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-08-28,Correctivo,Accesorio,2.3,5520000,Laura Martínez,Cerrada
OT-005155,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-09-01,Correctivo,Accesorio,37.7,1340000,Carlos Rodríguez,En proceso
OT-005156,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-09-02,Correctivo,Eléctrica,1.9,2689000,Paola Gómez,Cerrada
OT-005157,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-12-14,Correctivo,Eléctrica,3.7,4669000,Carlos Rodríguez,Cerrada
OT-005158,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-12-15,Correctivo,Desgaste,5.0,1829000,Carlos Rodríguez,Cerrada
OT-005159,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-01-01,Correctivo,Mecánica,0.5,4168000,Carlos Rodríguez,Cerrada
OT-005160,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-01-03,Correctivo,Software,6.5,4270000,Laura Martínez,Cerrada
OT-005161,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-06-22,Correctivo,Sensor/Transductor,0.5,6819000,Jhon Castro,Cerrada
OT-005162,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-08-10,Correctivo,Desgaste,20.6,12007000,Sandra López,Cerrada
OT-005163,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-01-04,Preventivo,PM Programado,2.7,920774,Sandra López,Cerrada
OT-005164,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-03-29,Preventivo,PM Programado,1.3,958181,Paola Gómez,Cerrada
OT-005165,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-06-27,Preventivo,PM Programado,3.2,841078,Andrés Peña,Pendiente
OT-005166,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-10-02,Preventivo,PM Programado,3.8,427521,Andrés Peña,Cerrada
OT-005167,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-12-21,Preventivo,PM Programado,3.8,770817,Jhon Castro,Pendiente
OT-005168,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-03-24,Preventivo,PM Programado,3.2,829056,Diana Vargas,Cerrada
OT-005169,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-06-18,Preventivo,PM Programado,3.6,642402,Miguel Torres,Pendiente
OT-005170,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-09-19,Preventivo,PM Programado,2.8,639838,Laura Martínez,Cerrada
OT-005171,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-12-24,Preventivo,PM Programado,1.9,1028238,Sandra López,Cerrada
OT-005172,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-03-24,Preventivo,PM Programado,2.3,585529,Paola Gómez,Pendiente
OT-005173,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-06-14,Preventivo,PM Programado,3.7,530219,Laura Martínez,Cerrada
OT-005174,BIO-0273,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-09-16,Preventivo,PM Programado,3.8,1036984,Sandra López,Cerrada
OT-005175,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-09-01,Correctivo,Eléctrica,2.4,17635000,Sandra López,Cerrada
OT-005176,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-09-07,Correctivo,Software,0.5,6568000,Laura Martínez,Cerrada
OT-005177,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-09-09,Correctivo,Mecánica,0.5,1326000,Jhon Castro,Cerrada
OT-005178,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-09-27,Correctivo,Eléctrica,7.9,2263000,Carlos Rodríguez,Cerrada
OT-005179,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-02-01,Correctivo,Eléctrica,23.3,3149000,Paola Gómez,Cerrada
OT-005180,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-03-24,Correctivo,Eléctrica,6.3,7741000,Carlos Rodríguez,Cerrada
OT-005181,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-06-25,Correctivo,Sensor/Transductor,2.8,401000,Miguel Torres,Cerrada
OT-005182,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-09-18,Correctivo,Software,9.8,748000,Carlos Rodríguez,Cerrada
OT-005183,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-11-16,Correctivo,Eléctrica,5.7,3772000,Diana Vargas,Cerrada
OT-005184,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-11-30,Correctivo,Sensor/Transductor,2.0,9063000,Laura Martínez,Cerrada
OT-005185,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-03-11,Correctivo,Sensor/Transductor,4.6,7760000,Paola Gómez,Cerrada
OT-005186,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-04-20,Correctivo,Sensor/Transductor,2.0,845000,Paola Gómez,Cerrada
OT-005187,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-04-26,Correctivo,Calibración,1.2,2240000,Diana Vargas,Cerrada
OT-005188,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-07-23,Correctivo,Mecánica,0.8,430000,Jhon Castro,Cerrada
OT-005189,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2021-12-26,Preventivo,PM Programado,2.9,972320,Paola Gómez,Cerrada
OT-005190,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-03-26,Preventivo,PM Programado,2.1,613495,Sandra López,Cerrada
OT-005191,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-06-25,Preventivo,PM Programado,1.2,1060794,Laura Martínez,Pendiente
OT-005192,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-09-23,Preventivo,PM Programado,3.8,887046,Carlos Rodríguez,Cerrada
OT-005193,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-12-31,Preventivo,PM Programado,3.8,813534,Laura Martínez,Cerrada
OT-005194,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-03-28,Preventivo,PM Programado,3.8,1139618,Laura Martínez,Cerrada
OT-005195,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-07-01,Preventivo,PM Programado,1.8,1071119,Miguel Torres,Cerrada
OT-005196,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-09-22,Preventivo,PM Programado,2.2,533662,Laura Martínez,Cerrada
OT-005197,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-12-28,Preventivo,PM Programado,2.7,369421,Diana Vargas,Cerrada
OT-005198,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-03-25,Preventivo,PM Programado,1.4,844879,Paola Gómez,Cerrada
OT-005199,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-06-15,Preventivo,PM Programado,1.6,765565,Paola Gómez,Pendiente
OT-005200,BIO-0274,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-09-11,Preventivo,PM Programado,1.7,895429,Miguel Torres,Cerrada
OT-005201,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-04-01,Correctivo,Calibración,9.0,5161000,Carlos Rodríguez,Cerrada
OT-005202,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-05-17,Correctivo,Software,5.0,4238000,Miguel Torres,Cerrada
OT-005203,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-05-18,Correctivo,Sensor/Transductor,0.5,35232000,Andrés Peña,Cerrada
OT-005204,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-05-24,Correctivo,Mecánica,6.9,797000,Miguel Torres,Cerrada
OT-005205,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-08-22,Correctivo,Calibración,6.7,973000,Carlos Rodríguez,Cerrada
OT-005206,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-08-28,Correctivo,Sensor/Transductor,21.2,7392000,Carlos Rodríguez,Cerrada
OT-005207,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-09-09,Correctivo,Accesorio,19.5,1909000,Andrés Peña,Cerrada
OT-005208,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-11-08,Correctivo,Sensor/Transductor,2.3,5938000,Paola Gómez,Cerrada
OT-005209,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-12-26,Correctivo,Sensor/Transductor,0.5,10586000,Laura Martínez,Cerrada
OT-005210,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-03-31,Correctivo,Sensor/Transductor,8.7,6755000,Sandra López,Cerrada
OT-005211,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-06-25,Correctivo,Mecánica,15.5,5505000,Laura Martínez,Cerrada
OT-005212,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-08-04,Correctivo,Calibración,4.1,2428000,Diana Vargas,Cerrada
OT-005213,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-08-05,Correctivo,Eléctrica,8.7,5058000,Laura Martínez,En proceso
OT-005214,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-12-10,Correctivo,Mecánica,1.8,996000,Andrés Peña,Cerrada
OT-005215,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-12-10,Correctivo,Software,4.1,9364000,Carlos Rodríguez,Cerrada
OT-005216,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-12-10,Correctivo,Mecánica,3.3,7689000,Carlos Rodríguez,En proceso
OT-005217,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-12-28,Correctivo,Mecánica,1.6,11015000,Laura Martínez,Cerrada
OT-005218,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-02-08,Correctivo,Mecánica,12.1,1458000,Carlos Rodríguez,Cerrada
OT-005219,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-07-09,Correctivo,Eléctrica,4.2,2784000,Diana Vargas,Cerrada
OT-005220,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-08-14,Correctivo,Software,13.3,2055000,Sandra López,En proceso
OT-005221,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-08-30,Correctivo,Mecánica,6.9,1831000,Sandra López,Cerrada
OT-005222,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-12-13,Correctivo,Sensor/Transductor,6.7,7270000,Andrés Peña,Cerrada
OT-005223,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2021-12-29,Preventivo,PM Programado,2.8,1088088,Laura Martínez,Cerrada
OT-005224,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-04-04,Preventivo,PM Programado,3.5,347347,Carlos Rodríguez,Pendiente
OT-005225,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-07-04,Preventivo,PM Programado,3.9,916762,Carlos Rodríguez,Cerrada
OT-005226,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-09-25,Preventivo,PM Programado,2.6,380876,Jhon Castro,Cerrada
OT-005227,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-12-22,Preventivo,PM Programado,1.3,1123086,Laura Martínez,Cerrada
OT-005228,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-03-27,Preventivo,PM Programado,2.2,579455,Laura Martínez,Cerrada
OT-005229,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-06-19,Preventivo,PM Programado,2.7,887498,Sandra López,Cerrada
OT-005230,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-09-17,Preventivo,PM Programado,3.1,780632,Jhon Castro,Cerrada
OT-005231,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-12-17,Preventivo,PM Programado,1.9,861245,Carlos Rodríguez,Cerrada
OT-005232,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-03-16,Preventivo,PM Programado,1.8,618393,Miguel Torres,Cerrada
OT-005233,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-06-21,Preventivo,PM Programado,1.5,769299,Miguel Torres,Cerrada
OT-005234,BIO-0275,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-09-13,Preventivo,PM Programado,3.1,672987,Laura Martínez,Cerrada
OT-005235,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-01-28,Correctivo,Sensor/Transductor,0.8,2044000,Andrés Peña,Cerrada
OT-005236,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-02-21,Correctivo,Eléctrica,4.5,9193000,Paola Gómez,Cerrada
OT-005237,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-03-29,Correctivo,Eléctrica,8.7,3063000,Miguel Torres,Cerrada
OT-005238,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-04-13,Correctivo,Eléctrica,9.9,1699000,Sandra López,Cerrada
OT-005239,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-04-22,Correctivo,Mecánica,1.0,4549000,Jhon Castro,Cerrada
OT-005240,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-08-31,Correctivo,Eléctrica,3.8,8610000,Andrés Peña,Cerrada
OT-005241,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-12-29,Correctivo,Mecánica,11.8,1313000,Miguel Torres,Cerrada
OT-005242,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-01-03,Correctivo,Mecánica,4.9,891000,Laura Martínez,Cerrada
OT-005243,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-03-28,Correctivo,Software,1.5,4409000,Laura Martínez,Cerrada
OT-005244,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-06-11,Correctivo,Calibración,2.4,7299000,Jhon Castro,Cerrada
OT-005245,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-07-02,Correctivo,Software,7.3,3618000,Sandra López,Cerrada
OT-005246,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-10-18,Correctivo,Eléctrica,13.3,1283000,Laura Martínez,Cerrada
OT-005247,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-11-15,Correctivo,Software,6.2,2238000,Andrés Peña,Cerrada
OT-005248,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-01-09,Correctivo,Eléctrica,8.7,1761000,Sandra López,Cerrada
OT-005249,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-03-03,Correctivo,Sensor/Transductor,0.5,5627000,Sandra López,Cerrada
OT-005250,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-04-28,Correctivo,Eléctrica,0.5,8380000,Sandra López,Cerrada
OT-005251,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-06-15,Correctivo,Accesorio,6.0,4444000,Andrés Peña,Cerrada
OT-005252,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-06-29,Correctivo,Accesorio,12.0,4807000,Sandra López,Cerrada
OT-005253,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-07-09,Correctivo,Accesorio,2.4,1474000,Sandra López,Cerrada
OT-005254,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-08-02,Correctivo,Accesorio,1.6,40155000,Diana Vargas,Cerrada
OT-005255,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-10-31,Correctivo,Sensor/Transductor,13.2,1815000,Laura Martínez,Cerrada
OT-005256,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2021-12-27,Preventivo,PM Programado,3.1,1187819,Paola Gómez,Cerrada
OT-005257,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-04-06,Preventivo,PM Programado,3.5,467151,Diana Vargas,Pendiente
OT-005258,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-06-29,Preventivo,PM Programado,3.6,910688,Andrés Peña,Cerrada
OT-005259,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-09-25,Preventivo,PM Programado,3.1,571802,Andrés Peña,Pendiente
OT-005260,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2022-12-29,Preventivo,PM Programado,2.3,1039998,Andrés Peña,Cerrada
OT-005261,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-03-30,Preventivo,PM Programado,2.2,461371,Carlos Rodríguez,Pendiente
OT-005262,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-06-20,Preventivo,PM Programado,2.1,553313,Diana Vargas,Pendiente
OT-005263,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-09-24,Preventivo,PM Programado,3.2,1008165,Carlos Rodríguez,Pendiente
OT-005264,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2023-12-20,Preventivo,PM Programado,1.6,461069,Paola Gómez,Cerrada
OT-005265,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-03-14,Preventivo,PM Programado,2.5,1196735,Carlos Rodríguez,Cerrada
OT-005266,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-06-21,Preventivo,PM Programado,1.7,370427,Andrés Peña,Cerrada
OT-005267,BIO-0276,Laringoscopio Video,Urgencias,Crítico,Verathon,2024-09-20,Preventivo,PM Programado,1.6,642093,Miguel Torres,Cerrada
OT-005268,BIO-0278,Aspirador Quirúrgico,Quirófano,Alto,Medela,2022-01-21,Correctivo,Calibración,1.8,4072000,Sandra López,En proceso
OT-005269,BIO-0278,Aspirador Quirúrgico,Quirófano,Alto,Medela,2022-04-26,Correctivo,Accesorio,5.8,866000,Carlos Rodríguez,Cerrada
OT-005270,BIO-0278,Aspirador Quirúrgico,Quirófano,Alto,Medela,2022-07-12,Correctivo,Desgaste,30.6,1400000,Paola Gómez,Cerrada
